Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity
Audi,A3,2016,diesel,150,4,AUTOMATED_MANUAL,front wheel drive,4,"Diesel,Luxury",Compact,Sedan,43,31,3105
Audi,A3,2017,premium unleaded (recommended),220,4,AUTOMATED_MANUAL,all wheel drive,4,Luxury,Compact,Sedan,35,26,3105
Audi,A3,2017,premium unleaded (recommended),186,4,AUTOMATED_MANUAL,front wheel drive,2,Luxury,Compact,Convertible,34,25,3105
Audi,A3,2017,premium unleaded (recommended),186,4,AUTOMATED_MANUAL,front wheel drive,2,Luxury,Compact,Convertible,34,25,3105
Audi,A4,2015,premium unleaded (required),220,4,MANUAL,all wheel drive,4,Luxury,Midsize,Sedan,32,22,3105
Audi,A4,2015,premium unleaded (required),220,4,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,32,24,3105
Audi,A4,2016,premium unleaded (required),220,4,MANUAL,all wheel drive,4,Luxury,Midsize,Sedan,32,22,3105
Audi,A4,2017,premium unleaded (recommended),252,4,AUTOMATED_MANUAL,front wheel drive,4,"Luxury,Performance",Midsize,Sedan,33,25,3105
Audi,A4,2017,premium unleaded (recommended),252,4,AUTOMATED_MANUAL,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,31,24,3105
Audi,A5,2016,premium unleaded (required),220,4,AUTOMATIC,all wheel drive,2,Luxury,Midsize,Coupe,31,22,3105
Audi,A6,2015,diesel,240,6,AUTOMATIC,all wheel drive,4,"Diesel,Luxury",Midsize,Sedan,38,24,3105
Audi,A6,2015,premium unleaded (recommended),220,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,29,20,3105
Audi,A6,2016,premium unleaded (recommended),252,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,35,24,3105
Audi,A6,2016,diesel,240,6,AUTOMATIC,all wheel drive,4,"Diesel,Luxury",Midsize,Sedan,38,25,3105
Audi,A6,2017,premium unleaded (recommended),252,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,32,22,3105
Audi,A6,2017,premium unleaded (recommended),252,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,354,24,3105
Audi,A7,2016,premium unleaded (required),333,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,30,20,3105
Audi,A7,2017,premium unleaded (required),333,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,29,21,3105
GMC,Acadia Limited,2017,regular unleaded,281,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,22,15,549
GMC,Acadia,2015,regular unleaded,281,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,24,17,549
GMC,Acadia,2015,regular unleaded,281,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,24,17,549
GMC,Acadia,2016,regular unleaded,281,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22,15,549
GMC,Acadia,2016,regular unleaded,281,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,22,15,549
GMC,Acadia,2016,regular unleaded,281,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,22,15,549
GMC,Acadia,2017,regular unleaded,310,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,18,549
GMC,Acadia,2017,regular unleaded,310,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,25,18,549
Hyundai,Accent,2015,regular unleaded,137,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,38,27,1439
Hyundai,Accent,2015,regular unleaded,137,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,37,26,1439
Hyundai,Accent,2016,regular unleaded,137,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,38,27,1439
Plymouth,Acclaim,1993,regular unleaded,100,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,29,22,535
Honda,Accord Crosstour,2011,regular unleaded,271,6,AUTOMATIC,front wheel drive,4,"Crossover,Hatchback",Midsize,4dr Hatchback,27,18,2202
Honda,Accord Crosstour,2011,regular unleaded,271,6,AUTOMATIC,all wheel drive,4,"Crossover,Hatchback",Midsize,4dr Hatchback,26,18,2202
Honda,Accord Hybrid,2017,regular unleaded,212,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,47,49,2202
Honda,Accord Hybrid,2017,regular unleaded,212,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,47,49,2202
Honda,Accord,2015,regular unleaded,185,4,MANUAL,front wheel drive,2,N/A,Midsize,Coupe,34,24,2202
Honda,Accord,2015,regular unleaded,278,6,MANUAL,front wheel drive,2,Performance,Midsize,Coupe,28,18,2202
Honda,Accord,2015,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,36,27,2202
Honda,Accord,2015,regular unleaded,278,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,34,21,2202
Honda,Accord,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,37,27,2202
Honda,Accord,2016,regular unleaded,278,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,34,21,2202
Honda,Accord,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,2,N/A,Midsize,Coupe,35,26,2202
Honda,Accord,2016,regular unleaded,189,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,35,26,2202
Honda,Accord,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,37,27,2202
Honda,Accord,2017,regular unleaded,189,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,34,26,2202
Honda,Accord,2017,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,36,27,2202
Honda,Accord,2017,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,36,27,2202
Honda,Accord,2017,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,36,27,2202
Honda,Accord,2017,regular unleaded,278,6,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,32,21,2202
Oldsmobile,Achieva,1996,regular unleaded,150,4,MANUAL,front wheel drive,2,N/A,Midsize,Coupe,30,20,26
Oldsmobile,Achieva,1997,regular unleaded,150,4,UNKNOWN,front wheel drive,2,N/A,Midsize,Coupe,29,19,26
BMW,ActiveHybrid X6,2010,premium unleaded (required),480,8,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Performance,Hybrid",Midsize,4dr SUV,19,17,3916
BMW,ActiveHybrid X6,2011,premium unleaded (required),480,8,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Performance,Hybrid",Midsize,4dr SUV,19,17,3916
Suzuki,Aerio,2005,regular unleaded,155,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,28,22,481
Suzuki,Aerio,2005,regular unleaded,155,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,28,22,481
Suzuki,Aerio,2006,regular unleaded,155,4,AUTOMATIC,all wheel drive,4,N/A,Compact,Sedan,26,21,481
Suzuki,Aerio,2006,regular unleaded,155,4,MANUAL,front wheel drive,4,N/A,Compact,Wagon,28,22,481
Suzuki,Aerio,2007,regular unleaded,155,4,AUTOMATIC,all wheel drive,4,N/A,Compact,Sedan,26,21,481
Suzuki,Aerio,2007,regular unleaded,155,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,28,22,481
Ford,Aerostar,1996,regular unleaded,140,6,AUTOMATIC,rear wheel drive,3,N/A,Midsize,Cargo Minivan,22,16,5657
Ford,Aerostar,1997,regular unleaded,140,6,AUTOMATIC,rear wheel drive,3,N/A,Midsize,Cargo Minivan,21,15,5657
Oldsmobile,Alero,2002,regular unleaded,140,4,AUTOMATIC,front wheel drive,2,N/A,Midsize,Coupe,30,21,26
Oldsmobile,Alero,2002,regular unleaded,140,4,AUTOMATIC,front wheel drive,2,N/A,Midsize,Coupe,30,21,26
Oldsmobile,Alero,2003,regular unleaded,140,4,AUTOMATIC,front wheel drive,2,N/A,Midsize,Coupe,30,21,26
Oldsmobile,Alero,2004,regular unleaded,170,6,AUTOMATIC,front wheel drive,2,N/A,Midsize,Coupe,27,18,26
Cadillac,Allante,1992,regular unleaded,200,8,AUTOMATIC,front wheel drive,2,"Luxury,Performance",Compact,Convertible,20,14,1624
Cadillac,Allante,1993,regular unleaded,295,8,AUTOMATIC,front wheel drive,2,"Luxury,Performance",Compact,Convertible,20,13,1624
Audi,allroad,2014,premium unleaded (recommended),220,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Wagon,27,20,3105
Audi,allroad,2014,premium unleaded (recommended),220,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Wagon,27,20,3105
BMW,ALPINA B6 Gran Coupe,2017,premium unleaded (required),600,8,AUTOMATIC,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Large,Sedan,24,15,3916
BMW,ALPINA B7,2014,premium unleaded (required),540,8,AUTOMATIC,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Large,Sedan,24,16,3916
BMW,Alpina,2003,premium unleaded (required),375,8,AUTOMATIC,rear wheel drive,2,"Exotic,Factory Tuner,Luxury,High-Performance",Compact,Convertible,19,13,3916
Nissan,Altima Hybrid,2009,regular unleaded,198,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,33,35,2009
Nissan,Altima,2015,regular unleaded,270,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,32,22,2009
Nissan,Altima,2015,regular unleaded,182,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,38,27,2009
Nissan,Altima,2016,regular unleaded,270,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,32,22,2009
Nissan,Altima,2017,regular unleaded,179,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,39,27,2009
Kia,Amanti,2009,regular unleaded,264,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,24,17,1720
Mercedes-Benz,AMG GT,2016,premium unleaded (required),503,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,Factory Tuner,Luxury,High-Performance",Compact,Coupe,22,16,617
Nissan,Armada,2015,regular unleaded,317,8,AUTOMATIC,rear wheel drive,4,N/A,Large,4dr SUV,19,13,2009
Nissan,Armada,2015,regular unleaded,317,8,AUTOMATIC,four wheel drive,4,N/A,Large,4dr SUV,18,12,2009
Nissan,Armada,2017,regular unleaded,390,8,AUTOMATIC,four wheel drive,4,N/A,Large,4dr SUV,18,13,2009
Nissan,Armada,2017,regular unleaded,390,8,AUTOMATIC,four wheel drive,4,N/A,Large,4dr SUV,18,13,2009
Bentley,Arnage,2009,premium unleaded (required),500,8,AUTOMATIC,rear wheel drive,4,"Exotic,Factory Tuner,Luxury,High-Performance",Large,Sedan,14,10,520
Bentley,Arnage,2009,premium unleaded (required),450,8,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury,Performance",Large,Sedan,14,10,520
Chrysler,Aspen,2009,regular unleaded,303,8,AUTOMATIC,rear wheel drive,4,Performance,Large,4dr SUV,19,14,1013
Ford,Aspire,1995,regular unleaded,63,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,38,31,5657
Chevrolet,Astro Cargo,2004,regular unleaded,190,6,AUTOMATIC,all wheel drive,3,N/A,Large,Cargo Minivan,18,14,1385
Chevrolet,Astro Cargo,2004,regular unleaded,190,6,AUTOMATIC,rear wheel drive,3,N/A,Large,Cargo Minivan,19,14,1385
Cadillac,ATS Coupe,2015,flex-fuel (unleaded/E85),321,6,AUTOMATIC,rear wheel drive,2,"Flex Fuel,Luxury,High-Performance",Compact,Coupe,28,18,1624
Cadillac,ATS Coupe,2015,flex-fuel (unleaded/E85),321,6,AUTOMATIC,all wheel drive,2,"Flex Fuel,Luxury,High-Performance",Compact,Coupe,26,18,1624
Cadillac,ATS Coupe,2015,flex-fuel (unleaded/E85),321,6,AUTOMATIC,rear wheel drive,2,"Flex Fuel,Luxury,High-Performance",Compact,Coupe,28,18,1624
Cadillac,ATS Coupe,2015,premium unleaded (recommended),272,4,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Compact,Coupe,31,21,1624
Cadillac,ATS Coupe,2016,premium unleaded (recommended),272,4,AUTOMATIC,all wheel drive,2,"Luxury,Performance",Compact,Coupe,30,22,1624
Cadillac,ATS Coupe,2016,regular unleaded,335,6,AUTOMATIC,all wheel drive,2,"Luxury,High-Performance",Compact,Coupe,28,19,1624
Cadillac,ATS Coupe,2017,premium unleaded (recommended),272,4,AUTOMATIC,all wheel drive,2,"Luxury,Performance",Compact,Coupe,30,22,1624
Cadillac,ATS Coupe,2017,regular unleaded,335,6,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Compact,Coupe,30,20,1624
Cadillac,ATS,2015,premium unleaded (recommended),272,4,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Compact,Sedan,30,21,1624
Cadillac,ATS,2015,regular unleaded,202,4,AUTOMATIC,rear wheel drive,4,Luxury,Compact,Sedan,33,21,1624
Cadillac,ATS,2015,premium unleaded (recommended),272,4,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Compact,Sedan,28,20,1624
Cadillac,ATS,2015,premium unleaded (recommended),272,4,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Compact,Sedan,30,21,1624
Cadillac,ATS,2016,premium unleaded (recommended),272,4,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,31,22,1624
Cadillac,ATS,2016,premium unleaded (recommended),272,4,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,30,22,1624
Cadillac,ATS,2016,regular unleaded,335,6,AUTOMATIC,all wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,28,19,1624
Cadillac,ATS,2017,regular unleaded,335,6,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,30,20,1624
Oldsmobile,Aurora,2002,regular unleaded,215,6,AUTOMATIC,front wheel drive,4,N/A,Large,Sedan,25,16,26
Oldsmobile,Aurora,2002,premium unleaded (required),250,8,AUTOMATIC,front wheel drive,4,Performance,Large,Sedan,24,16,26
Chevrolet,Avalanche,2011,flex-fuel (unleaded/E85),320,8,AUTOMATIC,four wheel drive,4,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,15,1385
Chevrolet,Avalanche,2011,flex-fuel (unleaded/E85),320,8,AUTOMATIC,rear wheel drive,4,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,15,1385
Toyota,Avalon Hybrid,2015,regular unleaded,200,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,39,40,2031
Toyota,Avalon Hybrid,2016,regular unleaded,200,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,39,40,2031
Toyota,Avalon,2015,regular unleaded,268,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,31,21,2031
Toyota,Avalon,2015,regular unleaded,268,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,31,21,2031
Toyota,Avalon,2017,regular unleaded,268,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,30,21,2031
Toyota,Avalon,2017,regular unleaded,268,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,30,21,2031
Dodge,Avenger,2014,flex-fuel (unleaded/E85),283,6,AUTOMATIC,front wheel drive,4,"Flex Fuel,Performance",Midsize,Sedan,29,19,1851
Dodge,Avenger,2014,regular unleaded,173,4,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Sedan,31,20,1851
Lamborghini,Aventador,2016,premium unleaded (required),700,12,AUTOMATED_MANUAL,all wheel drive,2,"Exotic,High-Performance",Midsize,Convertible,17,10,1158
Lamborghini,Aventador,2016,premium unleaded (required),750,12,AUTOMATED_MANUAL,all wheel drive,2,"Exotic,High-Performance",Midsize,Convertible,18,11,1158
Chevrolet,Aveo,2010,regular unleaded,108,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,35,27,1385
Chevrolet,Aveo,2010,regular unleaded,108,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,35,27,1385
Chevrolet,Aveo,2011,regular unleaded,108,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,35,27,1385
Chevrolet,Aveo,2011,regular unleaded,108,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,35,27,1385
Lincoln,Aviator,2005,premium unleaded (required),302,8,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,4dr SUV,17,11,61
Lincoln,Aviator,2005,premium unleaded (required),302,8,AUTOMATIC,all wheel drive,4,Luxury,Midsize,4dr SUV,16,11,61
Hyundai,Azera,2017,regular unleaded,293,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,28,20,1439
Hyundai,Azera,2017,regular unleaded,293,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,28,19,1439
Bentley,Azure,2008,premium unleaded (required),450,8,AUTOMATIC,rear wheel drive,2,"Exotic,Luxury,Performance",Large,Convertible,15,9,520
Bentley,Azure,2009,premium unleaded (required),450,8,AUTOMATIC,rear wheel drive,2,"Exotic,Luxury,Performance",Large,Convertible,15,9,520
Mazda,B-Series Pickup,1998,regular unleaded,150,6,MANUAL,four wheel drive,2,N/A,Compact,Regular Cab Pickup,20,15,586
Mazda,B-Series Pickup,1998,regular unleaded,119,4,MANUAL,rear wheel drive,4,N/A,Compact,Extended Cab Pickup,24,19,586
Mazda,B-Series Pickup,1999,regular unleaded,119,4,MANUAL,rear wheel drive,2,N/A,Compact,Regular Cab Pickup,24,19,586
Mazda,B-Series Pickup,1999,flex-fuel (unleaded/E85),150,6,MANUAL,four wheel drive,4,Flex Fuel,Compact,Extended Cab Pickup,20,16,586
Mazda,B-Series Pickup,1999,regular unleaded,160,6,AUTOMATIC,rear wheel drive,4,N/A,Compact,Extended Cab Pickup,20,15,586
Mazda,B-Series Pickup,1999,regular unleaded,119,4,MANUAL,rear wheel drive,2,N/A,Compact,Extended Cab Pickup,24,19,586
Mazda,B-Series Pickup,2000,flex-fuel (unleaded/E85),143,6,MANUAL,rear wheel drive,2,Flex Fuel,Compact,Regular Cab Pickup,21,16,586
Mazda,B-Series Pickup,2000,regular unleaded,160,6,MANUAL,four wheel drive,4,N/A,Compact,Extended Cab Pickup,19,15,586
Mazda,B-Series Truck,2007,regular unleaded,207,6,MANUAL,four wheel drive,4,N/A,Compact,Extended Cab Pickup,19,15,586
Mazda,B-Series Truck,2008,regular unleaded,207,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Extended Cab Pickup,17,14,586
Mazda,B-Series,2001,regular unleaded,119,4,MANUAL,rear wheel drive,2,N/A,Compact,Regular Cab Pickup,24,19,586
Mazda,B-Series,2001,regular unleaded,119,4,MANUAL,rear wheel drive,2,N/A,Compact,Regular Cab Pickup,24,19,586
Subaru,B9 Tribeca,2006,premium unleaded (required),250,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,640
Subaru,B9 Tribeca,2006,premium unleaded (required),250,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,640
Subaru,B9 Tribeca,2006,premium unleaded (required),250,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,640
Subaru,B9 Tribeca,2006,premium unleaded (required),250,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,640
Subaru,B9 Tribeca,2007,premium unleaded (required),245,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,640
Subaru,B9 Tribeca,2007,premium unleaded (required),245,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,640
Subaru,Baja,2004,premium unleaded (required),210,4,MANUAL,all wheel drive,4,Crossover,Compact,Crew Cab Pickup,22,16,640
Subaru,Baja,2004,premium unleaded (required),210,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,Crew Cab Pickup,21,16,640
Subaru,Baja,2006,regular unleaded,165,4,MANUAL,all wheel drive,4,Crossover,Compact,Crew Cab Pickup,26,20,640
Subaru,Baja,2006,premium unleaded (required),210,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,Crew Cab Pickup,21,16,640
Volkswagen,Beetle Convertible,2014,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,N/A,Compact,Convertible,32,24,873
Volkswagen,Beetle Convertible,2014,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,N/A,Compact,Convertible,32,24,873
Volkswagen,Beetle Convertible,2014,premium unleaded (recommended),210,4,MANUAL,front wheel drive,2,Performance,Compact,Convertible,31,23,873
Volkswagen,Beetle Convertible,2014,diesel,140,4,MANUAL,front wheel drive,2,Diesel,Compact,Convertible,41,28,873
Volkswagen,Beetle Convertible,2014,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,2,Performance,Compact,Convertible,29,23,873
Volkswagen,Beetle Convertible,2014,regular unleaded,170,5,AUTOMATIC,front wheel drive,2,N/A,Compact,Convertible,27,21,873
Volkswagen,Beetle Convertible,2015,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,2,Performance,Compact,Convertible,29,23,873
Volkswagen,Beetle Convertible,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,N/A,Compact,Convertible,32,24,873
Volkswagen,Beetle Convertible,2015,premium unleaded (recommended),210,4,MANUAL,front wheel drive,2,Performance,Compact,Convertible,31,23,873
Volkswagen,Beetle Convertible,2015,diesel,150,4,MANUAL,front wheel drive,2,Diesel,Compact,Convertible,40,30,873
Volkswagen,Beetle Convertible,2015,premium unleaded (recommended),210,4,MANUAL,front wheel drive,2,Performance,Compact,Convertible,31,23,873
Volkswagen,Beetle Convertible,2015,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,2,Performance,Compact,Convertible,29,23,873
Volkswagen,Beetle Convertible,2015,premium unleaded (recommended),210,4,MANUAL,front wheel drive,2,Performance,Compact,Convertible,31,23,873
Volkswagen,Beetle Convertible,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,N/A,Compact,Convertible,32,24,873
Volkswagen,Beetle Convertible,2016,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,N/A,Compact,Convertible,34,25,873
Volkswagen,Beetle Convertible,2016,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,2,Performance,Compact,Convertible,31,23,873
Volkswagen,Beetle Convertible,2016,premium unleaded (recommended),210,4,MANUAL,front wheel drive,2,Performance,Compact,Convertible,31,23,873
Volkswagen,Beetle Convertible,2016,regular unleaded,170,4,AUTOMATIC,front wheel drive,2,N/A,Compact,Convertible,34,25,873
Volkswagen,Beetle,2015,premium unleaded (recommended),210,4,MANUAL,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,31,23,873
Volkswagen,Beetle,2015,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,30,24,873
Volkswagen,Beetle,2015,diesel,150,4,MANUAL,front wheel drive,2,"Hatchback,Diesel",Compact,2dr Hatchback,41,31,873
Volkswagen,Beetle,2015,premium unleaded (recommended),210,4,MANUAL,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,31,23,873
